date,queue,language,forecast_summary,confidence_label,main_drivers
2026-03-11,Customer Service,FR,138.4,High,Required FTE exceeds scheduled available capacity.
2026-03-11,Customer Service,IT,120.13,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-11,Sales,DE,242.28,Medium,A Sales offer event increases demand for campaign response intervals. Required FTE exceeds scheduled available capacity.
2026-03-11,Sales,EN,69.82,Medium,A Sales offer event increases demand for campaign response intervals.
2026-03-11,Sales,FR,87.79,Medium,A Sales offer event increases demand for campaign response intervals.
2026-03-11,Sales,IT,83.95,Medium,A Sales offer event increases demand for campaign response intervals.
2026-03-12,Customer Service,DE,331.09,High,Required FTE exceeds scheduled available capacity.
2026-03-12,Customer Service,EN,101.3,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-12,Customer Service,FR,132.52,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-12,Customer Service,IT,117.55,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-12,Sales,DE,209.68,High,Required FTE exceeds scheduled available capacity.
2026-03-12,Sales,EN,58.63,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-12,Sales,FR,67.99,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-12,Sales,IT,69.3,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-13,Customer Service,DE,314.47,High,Required FTE exceeds scheduled available capacity.
2026-03-13,Customer Service,EN,87.87,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-13,Customer Service,FR,124.2,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-13,Customer Service,IT,116.35,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-13,Sales,DE,188.05,High,Required FTE exceeds scheduled available capacity.
2026-03-13,Sales,EN,58.37,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-13,Sales,FR,68.44,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-13,Sales,IT,69.79,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-14,Customer Service,DE,219.41,High,Required FTE exceeds scheduled available capacity.
2026-03-14,Customer Service,EN,64.41,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-14,Customer Service,FR,77.84,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-14,Customer Service,IT,78.37,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-14,Sales,DE,148.51,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-14,Sales,EN,42.28,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-14,Sales,FR,52.27,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-14,Sales,IT,49.81,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-01,Customer Service,DE,207.06,Medium,Billing-cycle traffic increases Customer Service contacts. Required FTE exceeds scheduled available capacity.
2026-04-01,Customer Service,EN,66.96,Medium,Billing-cycle traffic increases Customer Service contacts.
2026-04-01,Customer Service,FR,89.11,Medium,Billing-cycle traffic increases Customer Service contacts.
2026-04-01,Customer Service,IT,82.12,Medium,Billing-cycle traffic increases Customer Service contacts.
2026-04-01,Sales,DE,115.35,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-01,Sales,EN,32.95,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-01,Sales,FR,45.59,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-01,Sales,IT,44.0,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-02,Customer Service,DE,198.3,High,Required FTE exceeds scheduled available capacity.
2026-04-02,Customer Service,EN,59.11,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-02,Customer Service,FR,72.33,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-02,Customer Service,IT,80.81,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-02,Sales,DE,114.0,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-02,Sales,EN,31.44,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-02,Sales,FR,42.39,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-02,Sales,IT,40.01,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-03,Customer Service,DE,186.29,High,Required FTE exceeds scheduled available capacity.
2026-04-03,Customer Service,EN,55.9,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-03,Customer Service,FR,74.04,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-03,Customer Service,IT,68.59,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-03,Sales,DE,110.33,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-03,Sales,EN,31.84,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-03,Sales,FR,41.02,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-03,Sales,IT,38.13,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-04,Customer Service,DE,171.42,High,Required FTE exceeds scheduled available capacity.
2026-04-04,Customer Service,EN,36.4,High,Required FTE exceeds scheduled available capacity.
2026-04-04,Customer Service,FR,36.62,High,Required FTE exceeds scheduled available capacity.
2026-04-04,Customer Service,IT,39.69,High,Required FTE exceeds scheduled available capacity.
2026-04-04,Sales,DE,94.66,High,Required FTE exceeds scheduled available capacity.
2026-04-04,Sales,EN,23.83,High,Required FTE exceeds scheduled available capacity.
2026-04-04,Sales,FR,24.15,High,Required FTE exceeds scheduled available capacity.
2026-04-04,Sales,IT,24.15,High,Required FTE exceeds scheduled available capacity.
2026-04-05,Customer Service,DE,222.26,High,Required FTE exceeds scheduled available capacity.
2026-04-05,Customer Service,EN,53.91,High,Required FTE exceeds scheduled available capacity.
2026-04-05,Customer Service,FR,56.14,High,Required FTE exceeds scheduled available capacity.
2026-04-05,Customer Service,IT,59.22,High,Required FTE exceeds scheduled available capacity.
2026-04-05,Sales,DE,117.16,High,Required FTE exceeds scheduled available capacity.
2026-04-05,Sales,EN,29.79,High,Required FTE exceeds scheduled available capacity.
2026-04-05,Sales,FR,31.84,High,Required FTE exceeds scheduled available capacity.
2026-04-05,Sales,IT,31.84,High,Required FTE exceeds scheduled available capacity.
2026-04-06,Customer Service,DE,216.09,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-04-06,Customer Service,EN,71.44,High,Monday historically carries the strongest contact volume.
2026-04-06,Customer Service,FR,93.6,High,Monday historically carries the strongest contact volume.
2026-04-06,Customer Service,IT,91.97,High,Monday historically carries the strongest contact volume.
2026-04-06,Sales,DE,133.57,High,Monday historically carries the strongest contact volume.
2026-04-06,Sales,EN,42.13,High,Monday historically carries the strongest contact volume.
2026-04-06,Sales,FR,58.11,High,Monday historically carries the strongest contact volume.
2026-04-06,Sales,IT,54.23,High,Monday historically carries the strongest contact volume.
2026-04-07,Customer Service,DE,225.17,Medium,A simulated service incident increases contact volume and AHT. Required FTE exceeds scheduled available capacity.
2026-04-07,Customer Service,EN,67.94,Medium,A simulated service incident increases contact volume and AHT.
2026-04-07,Customer Service,FR,85.29,Medium,A simulated service incident increases contact volume and AHT.
2026-04-07,Customer Service,IT,88.83,Medium,A simulated service incident increases contact volume and AHT.
2026-04-07,Sales,DE,124.18,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-07,Sales,EN,37.09,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-07,Sales,FR,48.94,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-07,Sales,IT,45.45,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-08,Customer Service,DE,200.63,High,Required FTE exceeds scheduled available capacity.
2026-04-08,Customer Service,EN,66.01,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-08,Customer Service,FR,88.07,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-08,Customer Service,IT,78.73,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-08,Sales,DE,125.27,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-08,Sales,EN,33.16,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-08,Sales,FR,47.38,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-08,Sales,IT,42.93,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-09,Customer Service,DE,201.35,High,Required FTE exceeds scheduled available capacity.
2026-04-09,Customer Service,EN,60.07,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-09,Customer Service,FR,79.86,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-09,Customer Service,IT,75.67,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-09,Sales,DE,113.39,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-09,Sales,EN,31.2,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-09,Sales,FR,40.89,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-09,Sales,IT,39.82,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-10,Customer Service,DE,200.98,High,Required FTE exceeds scheduled available capacity.
2026-04-10,Customer Service,EN,53.52,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-10,Customer Service,FR,72.21,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-10,Customer Service,IT,65.33,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-10,Sales,DE,104.65,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-10,Sales,EN,30.12,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-10,Sales,FR,43.13,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-10,Sales,IT,38.89,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-11,Customer Service,DE,142.76,High,Required FTE exceeds scheduled available capacity.
2026-04-11,Customer Service,EN,37.66,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-11,Customer Service,FR,43.2,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-11,Customer Service,IT,45.12,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-11,Sales,DE,92.73,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-11,Sales,EN,24.0,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-11,Sales,FR,27.06,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-11,Sales,IT,25.42,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-12,Customer Service,DE,223.07,High,Required FTE exceeds scheduled available capacity.
2026-04-12,Customer Service,EN,53.92,High,Required FTE exceeds scheduled available capacity.
2026-04-12,Customer Service,FR,56.15,High,Required FTE exceeds scheduled available capacity.
2026-04-12,Customer Service,IT,59.23,High,Required FTE exceeds scheduled available capacity.
2026-04-12,Sales,DE,118.08,High,Required FTE exceeds scheduled available capacity.
2026-04-12,Sales,EN,29.79,High,Required FTE exceeds scheduled available capacity.
2026-04-12,Sales,FR,31.85,High,Required FTE exceeds scheduled available capacity.
2026-04-12,Sales,IT,31.85,High,Required FTE exceeds scheduled available capacity.
2026-04-13,Customer Service,DE,214.49,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-04-13,Customer Service,EN,74.56,High,Monday historically carries the strongest contact volume.
2026-04-13,Customer Service,FR,97.78,High,Monday historically carries the strongest contact volume.
2026-04-13,Customer Service,IT,97.32,High,Monday historically carries the strongest contact volume.
2026-04-13,Sales,DE,131.93,High,Monday historically carries the strongest contact volume.
2026-04-13,Sales,EN,42.3,High,Monday historically carries the strongest contact volume.
2026-04-13,Sales,FR,54.27,High,Monday historically carries the strongest contact volume.
2026-04-13,Sales,IT,49.2,High,Monday historically carries the strongest contact volume.
2026-04-14,Customer Service,DE,215.69,High,Required FTE exceeds scheduled available capacity.
2026-04-14,Customer Service,EN,70.51,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-14,Customer Service,FR,86.61,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-14,Customer Service,IT,85.43,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-14,Sales,DE,132.07,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-14,Sales,EN,37.09,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-14,Sales,FR,50.72,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-04-14,Sales,IT,44.98,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-01,Customer Service,DE,333.45,Medium,Billing-cycle traffic increases Customer Service contacts. Required FTE exceeds scheduled available capacity.
2026-05-01,Customer Service,EN,102.58,Medium,Billing-cycle traffic increases Customer Service contacts.
2026-05-01,Customer Service,FR,110.67,Medium,Billing-cycle traffic increases Customer Service contacts.
2026-05-01,Customer Service,IT,119.38,Medium,Billing-cycle traffic increases Customer Service contacts.
2026-05-01,Sales,DE,174.85,High,Required FTE exceeds scheduled available capacity.
2026-05-01,Sales,EN,58.99,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-01,Sales,FR,70.84,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-01,Sales,IT,68.53,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-02,Customer Service,DE,168.29,High,Required FTE exceeds scheduled available capacity.
2026-05-02,Customer Service,EN,36.42,High,Required FTE exceeds scheduled available capacity.
2026-05-02,Customer Service,FR,36.64,High,Required FTE exceeds scheduled available capacity.
2026-05-02,Customer Service,IT,39.71,High,Required FTE exceeds scheduled available capacity.
2026-05-02,Sales,DE,94.59,High,Required FTE exceeds scheduled available capacity.
2026-05-02,Sales,EN,23.83,High,Required FTE exceeds scheduled available capacity.
2026-05-02,Sales,FR,24.15,High,Required FTE exceeds scheduled available capacity.
2026-05-02,Sales,IT,24.15,High,Required FTE exceeds scheduled available capacity.
2026-05-03,Customer Service,DE,210.22,High,Required FTE exceeds scheduled available capacity.
2026-05-03,Customer Service,EN,53.97,High,Required FTE exceeds scheduled available capacity.
2026-05-03,Customer Service,FR,56.2,High,Required FTE exceeds scheduled available capacity.
2026-05-03,Customer Service,IT,59.28,High,Required FTE exceeds scheduled available capacity.
2026-05-03,Sales,DE,117.14,High,Required FTE exceeds scheduled available capacity.
2026-05-03,Sales,EN,29.79,High,Required FTE exceeds scheduled available capacity.
2026-05-03,Sales,FR,31.84,High,Required FTE exceeds scheduled available capacity.
2026-05-03,Sales,IT,31.84,High,Required FTE exceeds scheduled available capacity.
2026-05-04,Customer Service,DE,434.56,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-05-04,Customer Service,EN,121.35,High,Monday historically carries the strongest contact volume.
2026-05-04,Customer Service,FR,145.25,High,Monday historically carries the strongest contact volume.
2026-05-04,Customer Service,IT,150.63,High,Monday historically carries the strongest contact volume.
2026-05-04,Sales,DE,246.31,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-05-04,Sales,EN,77.25,High,Monday historically carries the strongest contact volume.
2026-05-04,Sales,FR,91.53,High,Monday historically carries the strongest contact volume.
2026-05-04,Sales,IT,90.2,High,Monday historically carries the strongest contact volume.
2026-05-05,Customer Service,DE,378.6,High,Required FTE exceeds scheduled available capacity.
2026-05-05,Customer Service,EN,111.92,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-05,Customer Service,FR,146.9,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-05,Customer Service,IT,137.43,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-05,Sales,DE,228.27,High,Required FTE exceeds scheduled available capacity.
2026-05-05,Sales,EN,67.93,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-05,Sales,FR,83.22,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-05,Sales,IT,78.47,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-06,Customer Service,DE,321.32,High,Required FTE exceeds scheduled available capacity.
2026-05-06,Customer Service,EN,111.29,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-06,Customer Service,FR,132.97,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-06,Customer Service,IT,131.45,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-06,Sales,DE,226.71,High,Required FTE exceeds scheduled available capacity.
2026-05-06,Sales,EN,66.3,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-06,Sales,FR,77.05,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-06,Sales,IT,78.91,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-07,Customer Service,DE,319.13,High,Required FTE exceeds scheduled available capacity.
2026-05-07,Customer Service,EN,99.18,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-07,Customer Service,FR,122.67,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-07,Customer Service,IT,118.93,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-07,Sales,DE,204.56,High,Required FTE exceeds scheduled available capacity.
2026-05-07,Sales,EN,64.22,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-07,Sales,FR,72.74,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-07,Sales,IT,72.04,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-08,Customer Service,DE,317.97,High,Required FTE exceeds scheduled available capacity.
2026-05-08,Customer Service,EN,99.51,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-08,Customer Service,FR,116.27,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-08,Customer Service,IT,114.45,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-08,Sales,DE,180.66,High,Required FTE exceeds scheduled available capacity.
2026-05-08,Sales,EN,60.25,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-08,Sales,FR,67.8,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-08,Sales,IT,69.73,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-09,Customer Service,DE,224.88,High,Required FTE exceeds scheduled available capacity.
2026-05-09,Customer Service,EN,63.85,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-09,Customer Service,FR,78.28,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-09,Customer Service,IT,77.3,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-09,Sales,DE,139.78,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-09,Sales,EN,46.23,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-09,Sales,FR,53.06,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-09,Sales,IT,50.98,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-10,Customer Service,DE,222.88,High,Required FTE exceeds scheduled available capacity.
2026-05-10,Customer Service,EN,53.98,High,Required FTE exceeds scheduled available capacity.
2026-05-10,Customer Service,FR,56.21,High,Required FTE exceeds scheduled available capacity.
2026-05-10,Customer Service,IT,59.28,High,Required FTE exceeds scheduled available capacity.
2026-05-10,Sales,DE,117.83,High,Required FTE exceeds scheduled available capacity.
2026-05-10,Sales,EN,29.79,High,Required FTE exceeds scheduled available capacity.
2026-05-10,Sales,FR,31.85,High,Required FTE exceeds scheduled available capacity.
2026-05-10,Sales,IT,31.85,High,Required FTE exceeds scheduled available capacity.
2026-05-11,Customer Service,DE,421.59,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-05-11,Customer Service,EN,119.72,High,Monday historically carries the strongest contact volume.
2026-05-11,Customer Service,FR,164.98,High,Monday historically carries the strongest contact volume.
2026-05-11,Customer Service,IT,153.52,High,Monday historically carries the strongest contact volume.
2026-05-11,Sales,DE,272.35,Low,Monday historically carries the strongest contact volume. A Sales offer event increases demand for campaign response intervals. Required FTE exceeds scheduled available capacity.
2026-05-11,Sales,EN,82.46,Medium,Monday historically carries the strongest contact volume. A Sales offer event increases demand for campaign response intervals.
2026-05-11,Sales,FR,102.91,Medium,Monday historically carries the strongest contact volume. A Sales offer event increases demand for campaign response intervals.
2026-05-11,Sales,IT,96.34,Medium,Monday historically carries the strongest contact volume. A Sales offer event increases demand for campaign response intervals.
2026-05-12,Customer Service,DE,411.55,High,Required FTE exceeds scheduled available capacity.
2026-05-12,Customer Service,EN,109.99,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-12,Customer Service,FR,142.32,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-12,Customer Service,IT,134.94,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-12,Sales,DE,232.59,High,Required FTE exceeds scheduled available capacity.
2026-05-12,Sales,EN,74.03,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-12,Sales,FR,80.59,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-12,Sales,IT,79.17,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-13,Customer Service,DE,338.33,High,Required FTE exceeds scheduled available capacity.
2026-05-13,Customer Service,EN,105.69,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-13,Customer Service,FR,124.27,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-13,Customer Service,IT,127.96,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-13,Sales,DE,223.95,High,Required FTE exceeds scheduled available capacity.
2026-05-13,Sales,EN,66.09,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-13,Sales,FR,78.76,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-13,Sales,IT,78.84,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-14,Customer Service,DE,339.28,High,Required FTE exceeds scheduled available capacity.
2026-05-14,Customer Service,EN,101.47,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-14,Customer Service,FR,132.5,High,Required FTE exceeds scheduled available capacity.
2026-05-14,Customer Service,IT,116.63,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-14,Sales,DE,212.15,High,Required FTE exceeds scheduled available capacity.
2026-05-14,Sales,EN,63.15,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-14,Sales,FR,75.68,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-05-14,Sales,IT,68.68,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-06-01,Customer Service,DE,245.49,Low,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar. Billing-cycle traffic increases Customer Service contacts. Required FTE exceeds scheduled available capacity.
2026-06-01,Customer Service,EN,79.2,Low,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar. Billing-cycle traffic increases Customer Service contacts.
2026-06-01,Customer Service,FR,119.94,Low,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar. Billing-cycle traffic increases Customer Service contacts.
2026-06-01,Customer Service,IT,106.05,Low,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar. Billing-cycle traffic increases Customer Service contacts.
2026-06-01,Sales,DE,166.87,Low,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-01,Sales,EN,55.91,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-01,Sales,FR,67.18,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-01,Sales,IT,63.98,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-02,Customer Service,DE,237.64,Medium,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-02,Customer Service,EN,70.8,Medium,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-02,Customer Service,FR,76.48,Medium,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-02,Customer Service,IT,79.59,Medium,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-02,Sales,DE,148.43,Medium,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-02,Sales,EN,38.25,Medium,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-02,Sales,FR,43.79,Medium,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-02,Sales,IT,43.79,Medium,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-03,Customer Service,DE,245.26,Low,The month is treated as a peak season in the simulated business calendar. A post-holiday rebound is expected after a closed day. Required FTE exceeds scheduled available capacity.
2026-06-03,Customer Service,EN,72.52,Medium,The month is treated as a peak season in the simulated business calendar. A post-holiday rebound is expected after a closed day.
2026-06-03,Customer Service,FR,79.83,Medium,The month is treated as a peak season in the simulated business calendar. A post-holiday rebound is expected after a closed day.
2026-06-03,Customer Service,IT,81.88,Medium,The month is treated as a peak season in the simulated business calendar. A post-holiday rebound is expected after a closed day.
2026-06-03,Sales,DE,143.87,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-03,Sales,EN,46.29,High,The month is treated as a peak season in the simulated business calendar.
2026-06-03,Sales,FR,60.48,High,The month is treated as a peak season in the simulated business calendar.
2026-06-03,Sales,IT,58.6,High,The month is treated as a peak season in the simulated business calendar.
2026-06-04,Customer Service,DE,200.12,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-04,Customer Service,EN,62.67,High,The month is treated as a peak season in the simulated business calendar.
2026-06-04,Customer Service,FR,89.0,High,The month is treated as a peak season in the simulated business calendar.
2026-06-04,Customer Service,IT,81.91,High,The month is treated as a peak season in the simulated business calendar.
2026-06-04,Sales,DE,146.38,High,The month is treated as a peak season in the simulated business calendar.
2026-06-04,Sales,EN,41.05,High,The month is treated as a peak season in the simulated business calendar.
2026-06-04,Sales,FR,57.58,High,The month is treated as a peak season in the simulated business calendar.
2026-06-04,Sales,IT,55.52,High,The month is treated as a peak season in the simulated business calendar.
2026-06-05,Customer Service,DE,199.14,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-05,Customer Service,EN,55.79,High,The month is treated as a peak season in the simulated business calendar.
2026-06-05,Customer Service,FR,80.91,High,The month is treated as a peak season in the simulated business calendar.
2026-06-05,Customer Service,IT,72.97,High,The month is treated as a peak season in the simulated business calendar.
2026-06-05,Sales,DE,139.37,High,The month is treated as a peak season in the simulated business calendar.
2026-06-05,Sales,EN,35.14,High,The month is treated as a peak season in the simulated business calendar.
2026-06-05,Sales,FR,53.25,High,The month is treated as a peak season in the simulated business calendar.
2026-06-05,Sales,IT,52.86,High,The month is treated as a peak season in the simulated business calendar.
2026-06-06,Customer Service,DE,174.69,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-06,Customer Service,EN,37.59,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
