date,queue,language,confidence_score,confidence_label,business_priority_score,forecast_calls,actual_calls,partner_forecast_calls,risk_rate,primary_drivers,recommended_action
2026-02-07,Sales,FR,61.0,Medium,9.95,24.12,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-02-07,Sales,IT,61.0,Medium,9.562,24.12,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-02-08,Customer Service,DE,78.7,High,156.776,222.02,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-08,Customer Service,EN,61.0,Medium,46.19,53.9,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-08,Customer Service,FR,61.0,Medium,44.022,56.06,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-08,Customer Service,IT,61.0,Medium,44.226,59.14,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-08,Sales,DE,67.7,Medium,79.587,117.1,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-08,Sales,EN,61.0,Medium,13.779,29.78,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-02-08,Sales,FR,61.0,Medium,13.125,31.77,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-02-08,Sales,IT,61.0,Medium,12.596,31.77,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-02-09,Customer Service,DE,88.1,High,172.068,380.63,375.0,558.17,1.0,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-09,Customer Service,EN,70.4,Medium,17.255,116.65,99.0,161.8,0.2708,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-09,Customer Service,FR,70.3,Medium,18.306,138.2,92.0,246.25,0.2708,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-09,Customer Service,IT,68.7,Medium,15.833,129.82,108.0,237.72,0.2292,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-09,Sales,DE,78.8,High,54.825,224.43,218.0,355.89,0.5208,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-02-09,Sales,EN,64.7,Medium,5.38,66.35,43.0,89.93,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-09,Sales,FR,61.0,Medium,6.08,81.66,52.0,130.54,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-09,Sales,IT,60.7,Medium,6.18,80.16,51.0,125.06,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-10,Customer Service,DE,86.7,High,153.87,355.74,305.0,557.64,0.9583,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-10,Customer Service,EN,67.3,Medium,11.339,100.72,68.0,120.05,0.1667,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-10,Customer Service,FR,72.6,Medium,15.593,128.23,118.0,189.8,0.2083,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-10,Customer Service,IT,70.5,Medium,13.738,125.88,99.0,186.88,0.2083,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-10,Sales,DE,80.6,High,69.165,205.15,173.0,293.16,0.8333,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-10,Sales,EN,64.8,Medium,5.486,64.81,38.0,78.32,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-10,Sales,FR,61.2,Medium,5.794,71.8,48.0,91.62,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-10,Sales,IT,61.7,Medium,5.464,70.08,47.0,89.14,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-11,Customer Service,DE,85.3,High,124.846,311.2,274.0,481.81,0.9375,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-11,Customer Service,EN,65.4,Medium,9.954,95.34,76.0,118.33,0.125,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-11,Customer Service,FR,69.2,Medium,11.256,117.05,82.0,173.63,0.1458,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-11,Customer Service,IT,64.4,Medium,13.768,116.91,74.0,188.61,0.2083,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-11,Sales,DE,79.1,High,40.609,189.76,157.0,245.97,0.4167,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-02-11,Sales,EN,65.3,Medium,5.309,56.82,42.0,66.05,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-11,Sales,FR,65.6,Medium,5.748,64.83,56.0,81.33,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-11,Sales,IT,65.0,Medium,5.148,66.71,48.0,84.17,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-12,Customer Service,DE,70.9,Medium,159.393,226.16,0.0,0.0,1.0,Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-12,Customer Service,EN,53.0,Low,49.811,60.5,0.0,0.0,1.0,Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-12,Customer Service,FR,53.0,Low,47.301,62.81,0.0,0.0,1.0,Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-12,Customer Service,IT,53.0,Low,47.361,65.89,0.0,0.0,1.0,Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-12,Sales,DE,60.7,Medium,82.447,122.43,0.0,0.0,1.0,Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-12,Sales,EN,53.0,Low,14.815,31.31,0.0,0.0,0.0208,Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast.,Planner review recommended before schedule freeze
2026-02-12,Sales,FR,53.0,Low,14.169,33.44,0.0,0.0,0.0208,Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast.,Planner review recommended before schedule freeze
2026-02-12,Sales,IT,53.0,Low,13.252,33.44,0.0,0.0,0.0,Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast.,Planner review recommended before schedule freeze
2026-02-13,Customer Service,DE,66.1,Medium,130.156,299.31,333.0,280.3,0.9583,Business event effect: holiday_rebound is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-13,Customer Service,EN,49.5,Low,9.683,76.22,97.0,74.66,0.125,Business event effect: holiday_rebound is active.,Planner review recommended before schedule freeze
2026-02-13,Customer Service,FR,46.0,Low,14.737,101.06,106.0,102.22,0.2083,Business event effect: holiday_rebound is active.,Planner review recommended before schedule freeze
2026-02-13,Customer Service,IT,43.0,Low,11.089,97.95,96.0,117.77,0.1667,Business event effect: holiday_rebound is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-02-13,Sales,DE,76.5,Medium,30.019,155.97,129.0,195.85,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-13,Sales,EN,67.4,Medium,4.743,48.72,30.0,56.85,0.0833,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-13,Sales,FR,66.4,Medium,4.376,56.91,32.0,77.33,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-13,Sales,IT,65.5,Medium,3.773,55.41,33.0,67.31,0.0625,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-14,Customer Service,DE,82.6,High,65.783,215.72,153.0,280.92,0.7292,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-14,Customer Service,EN,63.9,Medium,4.562,59.51,38.0,79.54,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-14,Customer Service,FR,63.1,Medium,4.724,69.49,49.0,104.47,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-14,Customer Service,IT,62.8,Medium,5.491,72.17,46.0,102.13,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-14,Sales,DE,71.7,Medium,18.673,121.01,93.0,135.15,0.2708,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-14,Sales,EN,67.2,Medium,2.474,36.65,23.0,39.75,0.0208,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-14,Sales,FR,65.9,Medium,2.62,41.17,32.0,50.96,0.0,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-14,Sales,IT,67.9,Medium,2.887,42.86,35.0,48.77,0.0208,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-03-01,Customer Service,DE,78.3,High,151.597,213.88,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-01,Customer Service,EN,61.0,Medium,46.214,53.92,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-01,Customer Service,FR,61.0,Medium,44.057,56.15,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-01,Customer Service,IT,61.0,Medium,44.265,59.23,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-01,Sales,DE,67.8,Medium,79.669,117.26,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-01,Sales,EN,61.0,Medium,13.778,29.78,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-01,Sales,FR,61.0,Medium,13.156,31.84,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-01,Sales,IT,61.0,Medium,12.626,31.84,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-02,Customer Service,DE,63.4,Medium,177.448,247.04,0.0,0.0,1.0,"Monday effect: historical volume is higher at the start of the week. Business event effect: billing_cycle, public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.",Review staffing and consider targeted overtime
2026-03-02,Customer Service,EN,44.7,Low,60.284,77.76,0.0,0.0,1.0,"Monday effect: historical volume is higher at the start of the week. Business event effect: billing_cycle, public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.",Review staffing and consider targeted overtime
2026-03-02,Customer Service,FR,44.1,Low,60.478,87.16,0.0,0.0,1.0,"Monday effect: historical volume is higher at the start of the week. Business event effect: billing_cycle, public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.",Review staffing and consider targeted overtime
2026-03-02,Customer Service,IT,32.5,Low,60.28,90.26,0.0,0.0,1.0,"Monday effect: historical volume is higher at the start of the week. Business event effect: billing_cycle, public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.",Review staffing and consider targeted overtime
2026-03-02,Sales,DE,64.4,Medium,95.236,146.3,0.0,0.0,1.0,Monday effect: historical volume is higher at the start of the week. Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-02,Sales,EN,53.0,Low,36.744,43.13,0.0,0.0,1.0,Monday effect: historical volume is higher at the start of the week. Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-02,Sales,FR,53.0,Low,37.458,50.03,0.0,0.0,1.0,Monday effect: historical volume is higher at the start of the week. Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-02,Sales,IT,53.0,Low,36.629,50.03,0.0,0.0,1.0,Monday effect: historical volume is higher at the start of the week. Business event effect: public_holiday is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-03,Customer Service,DE,68.9,Medium,222.002,431.07,511.0,458.87,0.9375,Business event effect: holiday_rebound is active. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-03,Customer Service,EN,48.8,Low,19.617,118.91,128.0,131.12,0.2708,Business event effect: holiday_rebound is active.,Planner review recommended before schedule freeze
2026-03-03,Customer Service,FR,51.7,Low,22.319,146.1,126.0,183.36,0.3125,Business event effect: holiday_rebound is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-03-03,Customer Service,IT,51.9,Low,22.119,135.05,127.0,170.66,0.2917,Business event effect: holiday_rebound is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-03-03,Sales,DE,74.1,Medium,50.826,231.38,202.0,447.28,0.5417,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-03-03,Sales,EN,61.1,Medium,5.062,71.35,52.0,116.64,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-03,Sales,FR,60.1,Medium,5.91,84.02,50.0,147.2,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-03,Sales,IT,62.3,Medium,5.138,78.31,47.0,123.54,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-04,Customer Service,DE,83.2,High,139.924,332.04,342.0,626.81,0.9167,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-04,Customer Service,EN,66.0,Medium,11.14,103.63,88.0,160.19,0.125,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-04,Customer Service,FR,69.5,Medium,14.209,130.47,102.0,221.66,0.1458,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-04,Customer Service,IT,69.6,Medium,15.012,130.61,103.0,233.58,0.2083,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-04,Sales,DE,77.0,Medium,46.099,214.15,186.0,385.42,0.5208,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-03-04,Sales,EN,65.5,Medium,19.057,69.66,39.0,105.76,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-04,Sales,FR,60.8,Medium,6.204,77.5,65.0,129.76,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-04,Sales,IT,59.0,Medium,4.437,75.73,60.0,149.34,0.0625,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-05,Customer Service,DE,82.8,High,149.766,299.41,261.0,539.41,1.0,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-05,Customer Service,EN,65.6,Medium,11.624,101.54,67.0,147.53,0.1667,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-05,Customer Service,FR,65.5,Medium,13.252,121.06,102.0,228.87,0.1458,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-05,Customer Service,IT,66.6,Medium,11.098,114.61,76.0,185.28,0.1458,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-05,Sales,DE,76.5,Medium,36.273,196.03,141.0,313.51,0.4375,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-03-05,Sales,EN,64.0,Medium,5.73,60.18,48.0,85.48,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-05,Sales,FR,59.5,Medium,5.153,68.18,53.0,128.72,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-05,Sales,IT,58.4,Medium,5.515,74.68,50.0,142.2,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-06,Customer Service,DE,83.3,High,121.953,305.13,274.0,519.26,0.9375,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-06,Customer Service,EN,66.3,Medium,10.202,96.66,58.0,120.0,0.1667,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-06,Customer Service,FR,69.7,Medium,29.351,129.6,79.0,222.24,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-06,Customer Service,IT,69.5,Medium,28.14,110.75,79.0,179.31,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-06,Sales,DE,71.7,Medium,29.349,176.9,140.0,326.37,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-06,Sales,EN,64.5,Medium,4.079,58.46,45.0,81.64,0.0625,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-06,Sales,FR,60.1,Medium,3.05,69.63,40.0,122.34,0.0417,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-06,Sales,IT,64.0,Medium,3.909,64.21,33.0,98.66,0.0625,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-07,Customer Service,DE,75.1,Medium,124.723,171.23,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-07,Customer Service,EN,61.0,Medium,36.679,36.43,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-07,Customer Service,FR,61.0,Medium,33.185,36.64,0.0,0.0,0.9167,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-07,Customer Service,IT,61.0,Medium,34.164,39.72,0.0,0.0,0.9375,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-07,Sales,DE,62.2,Medium,67.533,94.61,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-07,Sales,EN,61.0,Medium,11.014,23.83,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-07,Sales,FR,61.0,Medium,9.96,24.14,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-07,Sales,IT,61.0,Medium,9.571,24.14,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-08,Customer Service,DE,78.7,High,156.766,222.07,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-08,Customer Service,EN,61.0,Medium,46.233,53.95,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-08,Customer Service,FR,61.0,Medium,44.071,56.17,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-08,Customer Service,IT,61.0,Medium,44.277,59.25,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-08,Sales,DE,67.7,Medium,79.593,117.12,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-08,Sales,EN,61.0,Medium,13.779,29.78,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-08,Sales,FR,61.0,Medium,13.153,31.84,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-08,Sales,IT,61.0,Medium,12.623,31.84,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-03-09,Customer Service,DE,86.1,High,189.232,407.21,406.0,717.25,1.0,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-09,Customer Service,EN,71.5,Medium,19.447,123.56,93.0,191.36,0.3333,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-09,Customer Service,FR,70.3,Medium,26.191,165.74,138.0,352.66,0.3333,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-09,Customer Service,IT,71.8,Medium,16.532,142.16,118.0,253.21,0.25,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-09,Sales,DE,77.3,Medium,56.109,236.05,228.0,399.05,0.5625,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-09,Sales,EN,62.0,Medium,5.491,77.14,57.0,125.29,0.0833,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-09,Sales,FR,58.9,Medium,7.118,84.45,63.0,151.47,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-09,Sales,IT,57.5,Low,7.289,86.98,75.0,165.76,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-03-10,Customer Service,DE,87.7,High,171.396,379.67,388.0,570.93,0.9792,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-10,Customer Service,EN,66.3,Medium,13.496,109.13,89.0,166.56,0.1875,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-10,Customer Service,FR,70.5,Medium,20.492,139.51,106.0,261.45,0.2917,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-10,Customer Service,IT,69.0,Medium,15.732,128.48,110.0,225.23,0.2083,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-10,Sales,DE,75.7,Medium,49.155,222.97,196.0,378.75,0.5417,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-03-10,Sales,EN,61.8,Medium,6.399,74.63,51.0,112.68,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-10,Sales,FR,57.7,Low,5.949,85.28,55.0,167.61,0.1042,Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-03-10,Sales,IT,54.8,Low,5.97,79.25,62.0,145.28,0.1042,Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-03-11,Customer Service,DE,84.0,High,139.557,329.03,329.0,605.29,1.0,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-11,Customer Service,EN,66.2,Medium,11.979,101.62,83.0,154.02,0.1875,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-11,Customer Service,FR,70.0,Medium,25.441,138.4,91.0,228.0,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-11,Customer Service,IT,68.7,Medium,10.205,120.13,100.0,188.83,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-11,Sales,DE,72.2,Medium,56.431,242.28,213.0,340.65,0.5417,Business event effect: sales_offer is active. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Validate business event assumptions
2026-03-11,Sales,EN,56.5,Low,5.859,69.82,58.0,94.68,0.1042,Business event effect: sales_offer is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-03-11,Sales,FR,51.8,Low,5.688,87.79,46.0,162.14,0.1042,Business event effect: sales_offer is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-03-11,Sales,IT,52.7,Low,6.647,83.95,74.0,132.23,0.1042,Business event effect: sales_offer is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-03-12,Customer Service,DE,83.2,High,139.792,331.09,298.0,616.15,0.9375,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-12,Customer Service,EN,64.5,Medium,12.329,101.3,78.0,156.15,0.1875,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-12,Customer Service,FR,70.5,Medium,19.08,132.52,93.0,238.42,0.2917,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-12,Customer Service,IT,68.3,Medium,29.078,117.55,99.0,202.67,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-12,Sales,DE,75.0,Medium,44.301,209.68,151.0,366.61,0.4583,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-03-12,Sales,EN,63.0,Medium,4.715,58.63,43.0,93.36,0.0625,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-12,Sales,FR,59.5,Medium,5.365,67.99,48.0,127.41,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-12,Sales,IT,60.5,Medium,6.201,69.3,67.0,118.94,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-13,Customer Service,DE,86.1,High,129.08,314.47,278.0,478.22,0.9792,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-13,Customer Service,EN,62.2,Medium,5.623,87.87,60.0,118.97,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
